"id";"word";"phrase";"gloss"
"n#06376001";" mansio ";"";""
"n#06378285";" ager novale ";"";""
"n#06378832";" angulus ";"";""
"n#06380238";" cuspis fastigium ";"";""
"n#06380834";" apex cacumen caput culmen fastigium summitas summum vertex ";"";""
"n#06381104";" caput culmen ";"";""
"n#06385581";" area ";"";""
"n#06387973";" acumen cacumen columen culmen vertex ";"";""
"n#06389295";" divortium ";"";""
"n#06389665";" via ";"";""
"n#06390488";" cursus gyrus meatus ";"";""
"n#06390652";" conatus inclinatio ";"";""
"n#06391019";" vesper ";"";""
"n#06392984";" zodiacus ";"";""
"n#06393436";" aedes atrium augurium domus limen monstrum nota signum tectum trabs ";"";""
"n#06394725";" chele ";"";""
"n#06395720";" zona ";"";""
"n#06436334";" Cypros ";"";""
"n#06436474";" Cypros ";"";""
"n#06442182";" Germania ";"";""
"n#06447835";" Aethiopia ";"";""
"n#06449758";" Graecia ";"";""
"n#06451202";" Creta ";"";""
"n#06452206";" Corinthos ";"";""
"n#06453262";" Phrygia ";"";""
"n#06455500";" Israel ";"";""
"n#06456480";" Hierosolyma Hierusalem ";"";""
"n#06459319";" Byzantium ";"";""
"n#06459750";" Italia ";"";""
"n#06463267";" Bononia ";"";""
"n#06463696";" Roma ";"";""
"n#06465864";" Sardinia ";"";""
"n#06466253";" Sicilia ";"";""
"n#06467659";" Venetia ";"";""
"n#06495688";" Anglia ";"";""
"n#06503840";" Scotia ";"";""
"n#06507063";" Aegyptus ";"";""
"n#06507271";" Aegyptus ";"";""
"n#06507776";" Alexandrea ";"";""
"n#06509050";" India ";"";""
"n#06516647";" Macedo Macedonia ";"";""
"n#06517616";" Babylon ";"";""
"n#06518839";" Carthago ";"";""
"n#06524425";" Gallia ";"";""
"n#06530676";" Corsica ";"";""
"n#06530834";" Corsica ";"";""
"n#06543687";" Libya ";"";""
"n#06577655";" Armenia ";"";""
"n#06581760";" Hispania ";"";""
"n#06588141";" Genava ";"";""
"n#06588628";" Syria ";"";""
"n#06588905";" Damascos ";"";""
"n#06659860";" argumentum causa sanitas ";"";""
"n#06660089";" causa materia occasio tempus ";"";""
"n#06660574";" concitamentum incitamentum invitamentum irritamen irritamentum ";"";""
"n#06661163";" citatus momen momentum pulsus ";"";""
"n#06661976";" adfectus mania passio ";"";""
"n#06663760";" castimonia ethica moralitas mos ";"";""
"n#06664059";" conscientia ";"";""
"n#06666185";" aqua latex lympha nympha ";"";""
"n#06666964";" claustrum consaeptum saepimentum saeptum stabulum ";"";""
"n#06667120";" amplitudo extensus latitudo spatium tractus ";"";""
"n#06667942";" arvum gleba humus tellus terra ";"";""
"n#06668569";" ager arvum gleba humus solum tellus terra ";"";""
"n#06669293";" lapis saxum ";"";""
"n#06671614";" abolla amictus amiculum ";"";""
"n#06672286";" involucrum operimentum oppansum velamentum ";"";""
"n#06673021";" calculatio ";"";""
"n#06673844";" corpus ";"";""
"n#06674595";" acervus massa moles plebs ";"";""
"n#06684696";" angulus ";"";""
"n#06685453";" fragmen fragmentum ";"";""
"n#06686669";" ordo series striga versus ";"";""
"n#06687696";" assula astula ";"";""
"n#06688669";" carbo ";"";""
"n#06688798";" favilla scintilla ";"";""
"n#06688935";" catena vinculum ";"";""
"n#06691078";" caelum cosmos mundus universitas ";"";""
"n#06692686";" crater ";"";""
"n#06693004";" cubiculum cubile cubitus fundus lectus solum sponda torus ";"";""
"n#06695079";" arra arrabo crassamen depositum faex ";"";""
"n#06695617";" crassamen faex ";"";""
"n#06695849";" faecula faex ";"";""
"n#06696715";" scopulus ";"";""
"n#06697027";" calculus ";"";""
"n#06698176";" adapertio apertio apertura hiatus intercapedo interstitium orificium pator spatium spiraculum ";"";""
"n#06698547";" cavus ";"";""
"n#06699238";" concisura foramen hiatus rima ";"";""
"n#06700117";" os ";"";""
"n#06700314";" cautes rupes ";"";""
"n#06700800";" dorsum ";"";""
"n#06708950";" saltus ";"";""
"n#06710488";" saltus ";"";""
"n#06711088";" mons ";"";""
"n#06722530";" Vulcanus ";"";""
"n#06723275";" collis ";"";""
"n#06723626";" agger colliculus ";"";""
"n#06724958";" acclivitas armus clivus declinatio declivitas fastigium latus ";"";""
"n#06725397";" descensio ";"";""
"n#06725562";" acclivitas ascensio ascensus ";"";""
"n#06726012";" dorsum ";"";""
"n#06728126";" bucca caput egressus os osculum ";"";""
"n#06728884";" antrum cavatio cavatura cavea cavositas cavus foramen lacuna specus vallis ";"";""
"n#06729187";" cavus cuniculus ";"";""
"n#06729656";" fovea lacus specus ";"";""
"n#06730976";" convallis vallis ";"";""
"n#06732627";" vallis ";"";""
"n#06735354";" abyssus barathrum profundum specus ";"";""
"n#06735438";" barathrum chasma profundum specus vorago ";"";""
"n#06736924";" apertura cavus foramen ";"";""
"n#06737795";" antrum specus spelunca ";"";""
"n#06738147";" antrum cavamen ";"";""
"n#06738241";" antrum cavamen ";"";""
"n#06739108";" acta litus ";"";""
"n#06741251";" insula ";"";""
"n#06744503";" paeninsula ";"";""
"n#06745644";" acumen promunturium ";"";""
"n#06746386";" lingua ";"";""
"n#06746514";" fascia lemniscus vitta ";"";""
"n#06746903";" pagina ";"";""
"n#06747305";" arcus Iris ";"";""
"n#06748803";" aer ";"";""
"n#06749007";" aer aether astrum caelum divum nubes polus ";"";""
"n#06749470";" nebula nimbus nubes ";"";""
"n#06753414";" hydrargyrus Mercurius ";"";""
"n#06753779";" caelum globus humus mundus sphaera tellus terra ";"";""
"n#06754119";" Mars Mavors ";"";""
"n#06754247";" Diovis ";"";""
"n#06755463";" Neptunus ";"";""
"n#06757099";" machinatio ";"";""
"n#06757282";" claustrum ";"";""
"n#06757881";" astrum stella ";"";""
"n#06758353";" cometes ";"";""
"n#06758573";" coma ";"";""
"n#06759325";" fulgor ";"";""
"n#06760411";" planeta stella ";"";""
"n#06761805";" vesper ";"";""
"n#06762045";" astrum sidus stella ";"";""
"n#06765228";" luna noctiluca ";"";""
"n#06765463";" luna noctiluca ";"";""
"n#06765647";" sol ";"";""
"n#06765862";" sol ";"";""
"n#06767220";" castor ";"";""
"n#06767388";" Pollux ";"";""
"n#06768034";" astrum sidus stella ";"";""
"n#06773002";" capricornus ";"";""
"n#06779132";" crusta ";"";""
"n#06780036";" cubiculum cubile cubitus lectus sponda torus ";"";""
"n#06780943";" amnis ";"";""
"n#06781925";" aequor fretum Neptunus pelagus pontus ";"";""
"n#06784761";" nemus silva ";"";""
"n#06786380";" caenum ";"";""
"n#06786505";" lustrum ";"";""
"n#06786753";" lustrum ";"";""
"n#06786830";" palus ";"";""
"n#06786994";" palus ";"";""
"n#06787575";" lacus stagnum ";"";""
"n#06789596";" vadum ";"";""
"n#06789983";" amnis flumen fluvius ";"";""
"n#06792238";" vadum ";"";""
"n#06792829";" fons ";"";""
"n#06793678";" rivulus ";"";""
"n#06794088";" cataracta ";"";""
"n#06794207";" cataracta glaucoma ";"";""
"n#06794852";" angulus ";"";""
"n#06795884";" canalis cuniculus euripus stria ";"";""
"n#06796171";" lacuna ";"";""
"n#06797465";" faux ";"";""
"n#06801063";" litus ora ";"";""
"n#06801422";" harena litus ora ";"";""
"n#06801748";" litus ";"";""
"n#06802182";" vena ";"";""
"n#06802591";" bulla pustula ";"";""
"n#06802916";" spuma ";"";""
"n#06803696";" frumentum granum mica ";"";""
"n#06829293";" Rhenus ";"";""
"n#06829547";" Rhodanus ";"";""
"n#06832610";" Tiberinus Tiberis ";"";""
"n#06837693";" Asia ";"";""
"n#06838825";" Europa ";"";""
"n#06840536";" Africa ";"";""
"n#06845552";" cubile nidus ";"";""
"n#06845741";" alvarium alveare alvearium alvus apiarium ";"";""
"n#06846327";" desiderium necessitas ";"";""
"n#06846731";" desiderium egestas inopia necessitas ";"";""
"n#06853216";" bellua immanitas monstrum ";"";""
"n#06854088";" basiliscus ";"";""
"n#06854235";" hippocentaurus ";"";""
"n#06855696";" gryps ";"";""
"n#06857688";" narcissus ";"";""
"n#06858465";" phoenix ";"";""
"n#06859873";" malefica saga striga ";"";""
"n#06861622";" caelicola divinitas divus immortalitas numen ";"";""
"n#06888584";" dea diva ";"";""
"n#06889275";" arbiter dominus ";"";""
"n#06889800";" creator genitor parens pater ";"";""
"n#06891518";" angelus ";"";""
"n#06891713";" archangelus ";"";""
"n#06891834";" Cherub ";"";""
"n#06893154";" nanus pumilio ";"";""
"n#06893775";" daemon daemonion diabolus zabulus ";"";""
"n#06894661";" Satan ";"";""
"n#06896801";" imago larva phantasma ";"";""
"n#06897921";" Naias nympha ";"";""
"n#06899279";" Naias ";"";""
"n#06899799";" Dryas ";"";""
"n#06902245";" Apollo ";"";""
"n#06902723";" Venus ";"";""
"n#06903063";" Mars Mavors ";"";""
"n#06903214";" Romulus ";"";""
"n#06903959";" Diana ";"";""
"n#06904404";" Minerva ";"";""
"n#06904889";" Dido ";"";""
"n#06905407";" Ceres ";"";""
"n#06905863";" Bacchus ";"";""
"n#06906372";" Cupido ";"";""
"n#06907898";" Vulcanus ";"";""
"n#06908222";" hydrargyrus Mercurius ";"";""
"n#06914135";" Neptunus ";"";""
"n#06917948";" Diovis ";"";""
"n#06919311";" atlas ";"";""
"n#06921507";" Hercules ";"";""
"n#06928357";" Eva ";"";""
"n#06928932";" persona ";"";""
"n#06933291";" Achilles ";"";""
"n#06936217";" Hector ";"";""
"n#06940043";" petitor ";"";""
"n#06940455";" petitor ";"";""
"n#06941293";" benefactor ";"";""
"n#06944789";" conditor creator plasmator plastes ";"";""
"n#06945104";" adsertor conservator custos defensator defensor paracletus patronus praeses praesul propugnator protector susceptor tutor vindex ";"";""
"n#06945718";" machinator mechanicus ";"";""
"n#06946221";" vexillarius ";"";""
"n#06947056";" athleta magister ";"";""
"n#06947830";" arbitrium auctor auctoritas dicio imperium securis ";"";""
"n#06949059";" accola cultor habitator incola inquilinus ";"";""
"n#06949518";" autochthon indigena ";"";""
"n#06949872";" animus cor mens ";"";""
"n#06950629";" amasius ";"";""
"n#06950891";" antesignanus caput ductor dux rector ";"";""
"n#06951922";" conciliator intercessor internuntius mediator sequester ";"";""
"n#06953813";" antecursor ";"";""
"n#06955549";" viator ";"";""
"n#06958552";" malefactor ";"";""
"n#07004396";" gallus ";"";""
"n#07016856";" Aethiops ";"";""
"n#07029233";" Macedo ";"";""
"n#07053378";" abbatissa ";"";""
"n#07053820";" breviator ";"";""
"n#07057368";" minister satelles sodalis ";"";""
"n#07059160";" reus ";"";""
"n#07059368";" accersitor accusator arcessitor condemnator criminator delator ";"";""
"n#07060637";" petaurista ";"";""
"n#07061094";" actor cantor histrio hypocrites ";"";""
"n#07063507";" administrator ";"";""
"n#07063762";" curator procurator ";"";""
"n#07064103";" admirator adorator fautor mirator ";"";""
"n#07064442";" ephebus ";"";""
"n#07064646";" fornicator moechus ";"";""
"n#07064761";" fornicatrix moecha ";"";""
"n#07064973";" adversator antagonista contradictor Satan ";"";""
"n#07065373";" consiliator consilium consuasor suasor ";"";""
"n#07065692";" actor advocatus causidicus patronus ";"";""
"n#07066331";" advocatus causidicus patronus ";"";""
"n#07066862";" actor cocio conciliator minister procurator proxeneta ";"";""
"n#07068120";" concitor ";"";""
"n#07069167";" ductor dux praefectus strategus ";"";""
"n#07070950";" amicus socius ";"";""
"n#07072423";" Amazon ";"";""
"n#07072843";" legatus ";"";""
"n#07073019";" legatus ";"";""
"n#07075378";" abavus avus progenitor ";"";""
"n#07076920";" chronographus ";"";""
"n#07079534";" apostolus ";"";""
"n#07080819";" aestimator ";"";""
"n#07081299";" arbiter disceptator ";"";""
"n#07081670";" arbiter ";"";""
"n#07082144";" archiepiscopus ";"";""
"n#07082243";" sagittarius ";"";""
"n#07082393";" architecton architectus ";"";""
"n#07082684";" praesul ";"";""
"n#07086477";" interfector percussor sicarius ";"";""
"n#07087094";" adiumentum adminiculator administer administra advocatus auxiliator auxiliatus auxilium boethus cooperator ops optio praesidium subsidium ";"";""
"n#07088346";" astrologus mathematicus ";"";""
"n#07088723";" astrologus astronomus ";"";""
"n#07089553";" atheos ";"";""
"n#07089646";" athleta ";"";""
"n#07090487";" adgressor oppugnator ";"";""
"n#07091627";" augur auspex ";"";""
"n#07092196";" creatrix ";"";""
"n#07092266";" dictator ";"";""
"n#07092577";" automatum ";"";""
"n#07093078";" exsecutor punitor ultor ";"";""
"n#07094006";" infans ";"";""
"n#07097868";" pistor ";"";""
"n#07099872";" latro latrunculus ";"";""
"n#07100408";" argentarius collectarius ";"";""
"n#07100512";" argentarius collectarius ";"";""
"n#07101139";" baptista ";"";""
"n#07101261";" tonsor ";"";""
"n#07101370";" Bardus ";"";""
"n#07102147";" regnator regnum rex ";"";""
"n#07104134";" cursor ";"";""
"n#07105886";" animal bellua bestia ";"";""
"n#07106714";" apiarius ";"";""
"n#07106951";" aeruscator ";"";""
"n#07107595";" colens ";"";""
"n#07109169";" adfectio adfectus amor ardor caritas dilectio ";"";""
"n#07109900";" obsessor ";"";""
"n#07109995";" obsessor ";"";""
"n#07111730";" bimaritus ";"";""
"n#07114010";" episcopus pontifex praesul ";"";""
"n#07116457";" nauta navita ";"";""
"n#07117864";" cohors deductor ";"";""
"n#07120607";" bibliopola librarius ";"";""
"n#07123010";" pugil ";"";""
"n#07123422";" puellus puer ";"";""
"n#07123842";" puer ";"";""
"n#07124422";" salaco ";"";""
"n#07125898";" corruptor largitor ";"";""
"n#07126327";" nympha ";"";""
"n#07127521";" frater ";"";""
"n#07127897";" frater ";"";""
"n#07128110";" commilito sodalis ";"";""
"n#07128625";" cornicen ";"";""
"n#07128703";" aedifex aedificator fabricator positor structor ";"";""
"n#07129077";" bos taurus ";"";""
"n#07132921";" lanius ";"";""
"n#07133143";" lanius ";"";""
"n#07133400";" ludibrium ";"";""
"n#07133843";" comparator emptor ";"";""
"n#07136302";" petitor ";"";""
"n#07141701";" advector gerulus ";"";""
"n#07143045";" argutator sophistes ";"";""
"n#07145617";" censor ";"";""
"n#07146588";" centurio ";"";""
"n#07147054";" camerarius ";"";""
"n#07147424";" bellator decertator propugnator pugnator ";"";""
"n#07147536";" propugnator ";"";""
"n#07147791";" cancellarius ";"";""
"n#07149819";" natura typus ";"";""
"n#07150688";" auriga ";"";""
"n#07151584";" lingulaca ";"";""
"n#07153837";" infans ";"";""
"n#07154377";" infans ";"";""
"n#07154665";" infans ";"";""
"n#07156088";" chronographus ";"";""
"n#07156174";" asinus barcala bucco cuculus ";"";""
"n#07157546";" civis ";"";""
"n#07159953";" clericus ";"";""
"n#07160442";" clericus ";"";""
"n#07160596";" amanuensis scriba ";"";""
"n#07161854";" acroama balatro scurra ";"";""
"n#07162052";" acroama balatro scurra ";"";""
"n#07162304";" magister ";"";""
"n#07163769";" calceolarius sutor ";"";""
"n#07164888";" comes ";"";""
"n#07165214";" collega contubernalis ";"";""
"n#07165420";" collega contubernalis ";"";""
"n#07165543";" coactor ";"";""
"n#07167037";" vexillarius ";"";""
"n#07167829";" bellator pugnator ";"";""
"n#07168145";" comicus comoedus ";"";""
"n#07168973";" ductor dux praefectus strategus ";"";""
"n#07172243";" collega commilito contubernalis satelles socia socius sodalis ";"";""
"n#07172472";" comes convector ";"";""
"n#07173042";" compositor modulator ";"";""
"n#07174252";" commilito sodalis ";"";""
"n#07174873";" concubina paelex pallaca ";"";""
"n#07176161";" confessor ";"";""
"n#07176267";" confessor ";"";""
"n#07177921";" expugnator ";"";""
"n#07180418";" consul ";"";""
"n#07181104";" conductor manceps redemptor ";"";""
"n#07182710";" coctor coqua coquus focaria ";"";""
"n#07183036";" cuparius ";"";""
"n#07183476";" aerarius ";"";""
"n#07183865";" scriba scriptor ";"";""
"n#07187053";" amicus consiliator consuasor monitor suasor ";"";""
"n#07188497";" civis ";"";""
"n#07188669";" agricola ";"";""
"n#07188777";" colona ";"";""
"n#07189281";" consobrinus frater ";"";""
"n#07190858";" cerdo faber ";"";""
"n#07192170";" creatura ";"";""
"n#07192423";" creditor ";"";""
"n#07194002";" censor ";"";""
"n#07194134";" censor ";"";""
"n#07194366";" censor ";"";""
"n#07195668";" catulus scymnus ";"";""
"n#07196057";" clibanarius ";"";""
"n#07196494";" pincerna pocillator ";"";""
"n#07197056";" custos ";"";""
"n#07197309";" adventor cliens ";"";""
"n#07197725";" cliens ";"";""
"n#07200414";" domina era ";"";""
"n#07200550";" ludio ludius saltator ";"";""
"n#07201633";" desiderium ";"";""
"n#07202206";" filia nata puella ";"";""
"n#07203512";" diaconus Levita ";"";""
"n#07203646";" diaconus Levita ";"";""
"n#07205140";" decanus ";"";""
"n#07205244";" decanus ";"";""
"n#07205503";" debitor ";"";""
"n#07205881";" circumscriptor ";"";""
"n#07206606";" criminator ";"";""
"n#07210838";" depositarius depositor ";"";""
"n#07211391";" legatus ";"";""
"n#07212248";" defuga desertor perfuga transfuga ";"";""
"n#07212424";" apostata defector defuga desertor negator perfuga transfuga ";"";""
"n#07213561";" confector consumptor destructor interfector perditor ";"";""
"n#07213831";" inquisitor ";"";""
"n#07214208";" derogator detractor obtrectator ";"";""
"n#07215549";" dictator ";"";""
"n#07217388";" adsectator adstipulator amicus auditor consectator discipulus ";"";""
"n#07217968";" inventor repertor ";"";""
"n#07219043";" distributor ";"";""
"n#07220340";" medens medica medicus ";"";""
"n#07222682";" dator donator tributor ";"";""
"n#07222879";" dator donator ";"";""
"n#07223944";" parricida proditor ";"";""
"n#07227747";" potator potor ";"";""
"n#07228025";" potator potor ";"";""
"n#07228242";" agitator rector ";"";""
"n#07228604";" agitator ";"";""
"n#07231679";" asinus bucco codex ";"";""
"n#07232039";" nanus pumilio ";"";""
"n#07233451";" devorator ";"";""
"n#07235322";" paedagogus ";"";""
"n#07236559";" presbyter ";"";""
"n#07240288";" Caesar imperator ";"";""
"n#07241906";" praecantrix saga ";"";""
"n#07242378";" hostis ";"";""
"n#07243986";" caelator ";"";""
"n#07245531";" conductor ";"";""
"n#07247289";" deductor ";"";""
"n#07249124";" eunuchus spado ";"";""
"n#07249386";" arbiter arbitra ";"";""
"n#07250089";" examinator ";"";""
"n#07250216";" laudabilitas ";"";""
"n#07250654";" carnifex ";"";""
"n#07252035";" exul ";"";""
"n#07252140";" exul ";"";""
"n#07252592";" exorcista ";"";""
"n#07256794";" agricola arator colonus cultor ";"";""
"n#07258194";" creator genitor parens pater ";"";""
"n#07258439";" creator genitor parens pater ";"";""
"n#07258856";" socrus ";"";""
"n#07260273";" infans puella pupa pusa ";"";""
"n#07260933";" porthmeus ";"";""
"n#07263701";" inventor repertor ";"";""
"n#07266374";" cetarius piscator ";"";""
"n#07266498";" cetarius ";"";""
"n#07267505";" flamen ";"";""
"n#07267947";" adrisor adsentator blanditor ";"";""
"n#07269529";" choraules tibicen ";"";""
"n#07270030";" hostis ";"";""
"n#07270621";" adsecla adsectator ";"";""
"n#07271334";" asinus cuculus morio ";"";""
"n#07272604";" atavus avus creator generator genitor parens pater ";"";""
"n#07272755";" atavus avus ";"";""
"n#07273101";" advena alienigena alienus hostis ";"";""
"n#07273905";" culmen magister ";"";""
"n#07274727";" falsarius paracharactes ";"";""
"n#07276210";" auctor conditor constitutor creator genitor institutor parens pater positor ";"";""
"n#07277959";" bellua immanitas monstrum ";"";""
"n#07278410";" libertinus libertus ";"";""
"n#07280379";" amicus ";"";""
"n#07286965";" genealogus ";"";""
"n#07287417";" imperator ";"";""
"n#07288141";" commentator conditor dedicator effector scriptor ";"";""
"n#07288630";" cerebellum cerebrum genius ";"";""
"n#07289774";" Gigans ";"";""
"n#07290279";" barbaricarius deaurator ";"";""
"n#07290496";" adulescentula femella puella puellula virgo ";"";""
"n#07291392";" femella puella puellula ";"";""
"n#07291831";" tributor ";"";""
"n#07291986";" gladiator harenarius ";"";""
"n#07292930";" cataphagas degulator devorator ganeo glutto gumia ";"";""
"n#07293771";" caprarius ";"";""
"n#07295614";" aurifex ";"";""
"n#07296771";" Samarites ";"";""
"n#07297767";" moderator praeses rector ";"";""
"n#07298477";" grammaticus ";"";""
"n#07299261";" avus ";"";""
"n#07299407";" avia ";"";""
"n#07299656";" nepos ";"";""
"n#07303718";" confirmator fideiussor praes sponsor ";"";""
"n#07303992";" clavicularius ";"";""
"n#07304133";" custodia satellitium ";"";""
"n#07304325";" custodia satellitium ";"";""
"n#07304800";" hospes parasitus ";"";""
"n#07304921";" hospes ";"";""
"n#07305031";" deductor dux monstrator rector ";"";""
"n#07307226";" malefica saga striga ";"";""
"n#07309108";" ancilla pedisequa ";"";""
"n#07309438";" carnifex ";"";""
"n#07310125";" messor ";"";""
"n#07311393";" caput culmen magister primicerius ";"";""
"n#07313163";" audiens auditor auscultator ";"";""
"n#07313968";" gentilis ";"";""
"n#07315043";" heres ";"";""
"n#07316219";" auriga gubernator gubernius rector ";"";""
"n#07316863";" ceryx praeco ";"";""
"n#07317603";" androgynus hermaphroditus ";"";""
"n#07317783";" anachoreta eremita ";"";""
"n#07318455";" heroine herois ";"";""
"n#07318560";" heroine herois ";"";""
"n#07325495";" spes ";"";""
"n#07325845";" eques ";"";""
"n#07326619";" caupo hospes ";"";""
"n#07326946";" convivator hospes susceptor ";"";""
"n#07327220";" obses pignus ";"";""
"n#07330925";" praedator venator ";"";""
"n#07331155";" venatrix ";"";""
"n#07331418";" maritus vir ";"";""
"n#07332358";" dissimulator hypocrites ";"";""
"n#07333550";" columnarius ";"";""
"n#07335090";" furcifer mastigia ";"";""
"n#07335484";" magnatus ";"";""
"n#07336148";" impostor praestigiator ";"";""
"n#07337801";" miles pedes ";"";""
"n#07338772";" accusator delator index ";"";""
"n#07340647";" conquisitor inquisitor ";"";""
"n#07340973";" concitator concitor impulsor incentor instinctor ";"";""
"n#07341493";" defector rebellatrix ";"";""
"n#07342915";" interpres ";"";""
"n#07343650";" advena ";"";""
"n#07344208";" adinventor architectus commentor inventor repertor ";"";""
"n#07344414";" inquisitor ";"";""
"n#07345715";" insulanus ";"";""
"n#07347950";" balatro ";"";""
"n#07348247";" lapillus ";"";""
"n#07350149";" balatro ";"";""
"n#07350806";" arbiter arbitra magistratus ";"";""
"n#07353959";" plagiarius ";"";""
"n#07354173";" confector interfector ";"";""
"n#07355667";" regnator rex ";"";""
"n#07356184";" necessaria necessarius ";"";""
"n#07356867";" familia focus genus ";"";""
"n#07358345";" eques ";"";""
"n#07361249";" domina era ";"";""
"n#07367609";" conductor ";"";""
"n#07367702";" lector ";"";""
"n#07367906";" hirudo parasitus sanguisuga ";"";""
"n#07368908";" legislator ";"";""
"n#07369869";" locator ";"";""
"n#07371170";" liberator ";"";""
"n#07371437";" ganeo ";"";""
"n#07371702";" bibliothecarius ";"";""
"n#07379510";" inquilinus ";"";""
"n#07380622";" antecessor explorator speculator ";"";""
"n#07385642";" machina ";"";""
"n#07386587";" antistes magister ";"";""
"n#07386755";" magus ";"";""
"n#07388436";" atriensis ";"";""
"n#07389783";" infans puellus puer pusus ";"";""
"n#07390186";" praevaricator transgressor ";"";""
"n#07391044";" homo vir ";"";""
"n#07392045";" homo vir ";"";""
"n#07392266";" homo vir ";"";""
"n#07392643";" homo vir ";"";""
"n#07395416";" depopulator ";"";""
"n#07396425";" nauta navita ";"";""
"n#07397709";" martyr ";"";""
"n#07398874";" dominus erus ";"";""
"n#07400665";" mathematicus ";"";""
"n#07401228";" matricida ";"";""
"n#07401774";" defector ";"";""
"n#07404067";" membrum ";"";""
"n#07405825";" mercator ";"";""
"n#07406477";" angarius cursor missus nuntius ";"";""
"n#07408554";" obstetrix ";"";""
"n#07408670";" advena ";"";""
"n#07410610";" molinarius pistor ";"";""
"n#07411441";" mimus ";"";""
"n#07411717";" animus cor mens pectus ";"";""
"n#07412036";" cunicularius ";"";""
"n#07412508";" minister ";"";""
"n#07412658";" minister ";"";""
"n#07415419";" archetypum canon exemplar exemplum specimen typus ";"";""
"n#07415674";" archetypum canon exemplar exemplum specimen typus ";"";""
"n#07415836";" heros vir ";"";""
"n#07416028";" exemplar ";"";""
"n#07418621";" bellua daemon daemonion diabolus immanitas monstrum zabulus ";"";""
"n#07419708";" libitinarius ";"";""
"n#07419862";" creatrix genetrix mater parens ";"";""
"n#07420248";" socrus ";"";""
"n#07421384";" cernuus ";"";""
"n#07421720";" bucca os osculum ";"";""
"n#07422992";" latro latrunculus praedo ";"";""
"n#07423434";" burdonarius mulio ";"";""
"n#07423684";" homicida interfector percussor sicarius ";"";""
"n#07426815";" appellatio cognomen cognomentum nomen vocabulum ";"";""
"n#07427770";" fabulator ";"";""
"n#07429701";" accola ";"";""
"n#07431092";" neophytus ";"";""
"n#07433746";" nomas ";"";""
"n#07435971";" tiro ";"";""
"n#07437315";" ascetria ";"";""
"n#07438032";" remex ";"";""
"n#07438399";" adnotator animadversor contemplator ";"";""
"n#07440234";" magistratus ";"";""
"n#07441400";" fetus genimen genus progenies proles propago suboles ";"";""
"n#07442529";" casnar senex ";"";""
"n#07446466";" rhetor sophistes ";"";""
"n#07448764";" orphanus ";"";""
"n#07451003";" dominator ";"";""
"n#07451223";" curator procurator ";"";""
"n#07451379";" domina dominus erus possessor ";"";""
"n#07451666";" domina dominus erus possessor ";"";""
"n#07452865";" pedisequus ";"";""
"n#07453414";" pictor ";"";""
"n#07455873";" paralyticus ";"";""
"n#07459501";" pars ";"";""
"n#07462736";" auspex cultor defensor fautor favisor patronus ";"";""
"n#07464747";" agricola ";"";""
"n#07465360";" ambulator circitor ";"";""
"n#07468258";" actor exsecutor ";"";""
"n#07469416";" persona ";"";""
"n#07470212";" concarnatio corporatio inhumanatio ";"";""
"n#07472092";" pharmacopola ";"";""
"n#07473001";" grammaticus ";"";""
"n#07473120";" philosophus ";"";""
"n#07473906";" philosophus ";"";""
"n#07476448";" columna ";"";""
"n#07477156";" adductor leno ";"";""
"n#07479791";" actor petitor ";"";""
"n#07480247";" consitor sator ";"";""
"n#07480356";" albinus ";"";""
"n#07480903";" lusor ";"";""
"n#07482584";" arator ";"";""
"n#07482912";" depraedator direptor latro populator praedator raptor ";"";""
"n#07483717";" cantor poeta vates versificator ";"";""
"n#07484283";" poetria ";"";""
"n#07485086";" pharmacus ";"";""
"n#07488041";" Papa pontifex ";"";""
"n#07488808";" gerulus ";"";""
"n#07491445";" figulus ";"";""
"n#07491804";" arbitratus potentia potestas regnum virtus vis ";"";""
"n#07492073";" auctoritas ops ";"";""
"n#07493086";" praetor ";"";""
"n#07493768";" adnuntiator ";"";""
"n#07494167";" antecessor praedecessor prodecessor ";"";""
"n#07494308";" praefectus ";"";""
"n#07497253";" praeda ";"";""
"n#07497477";" antistes flamen presbyter sacerdos ";"";""
"n#07497765";" antistes flamen sacerdos ";"";""
"n#07498013";" antistes antistita sacerdos ";"";""
"n#07498573";" dynastes Regulus ";"";""
"n#07500774";" custodia ";"";""
"n#07503439";" lena ";"";""
"n#07503511";" helluo nepos ";"";""
"n#07503661";" ostentum prodigium ";"";""
"n#07506649";" augur hariolus propheta vates vaticinator ";"";""
"n#07506902";" augur propheta vates vaticinator ";"";""
"n#07507504";" persecutor ";"";""
"n#07507944";" fornicatrix lupa meretrix proseda prostibulum prostituta scortum ";"";""
"n#07509365";" psalmista ";"";""
"n#07512439";" catulus ";"";""
"n#07514393";" pharmacopola ";"";""
"n#07515745";" regina ";"";""
"n#07516979";" calumniator cavillator ";"";""
"n#07519749";" compressor ";"";""
"n#07522984";" tiro ";"";""
"n#07523999";" arbiter brabeuta ";"";""
"n#07524212";" reductor refector repostor restitutor ";"";""
"n#07526888";" eremita ";"";""
"n#07526997";" anachoreta eremita ";"";""
"n#07530046";" inquisitor ";"";""
"n#07530344";" incola ";"";""
"n#07531407";" propola ";"";""
"n#07535673";" certator competitor concertator ";"";""
"n#07536448";" clamator ";"";""
"n#07537276";" furcifer mastigia ";"";""
"n#07539656";" rector ";"";""
